STATE,SEQNO,CODE,DISTRIBUTOR NAME,PLACE,"ENTIRE DISTRICT COVERAGE","PARTIAL DISTRICT COVERAGE",AREA (OFFICE NAME),"No of Coupons","Coupons issued",Status



PUNJAB,PUB35,RTO0001,DURGA ENTERPRISES,RAJPURA TOWN,"PATIALA","FATHEGARH,SAHIB,MOHALI,ROPAR","Ajauli BO,Allahpur BO,Bandelhari BO,Baroli BO,Behrampur BO,Bhago Majra BO,Burmajra BO,Chintgarh BO,Cholta Khurd BO,Chudiala Sudan BO,Daun Majra BO,Derabassi SO,Devinagar BO,Dhanauri BO,Geega Majra BO,Jandpur BO,Jhanjeri BO,Jhingran Kalan BO,Kaishanpura BO,Kalewal BO,Kharar SO Rupnagar, Kurali SO,Kuranwala BO,Landran SO,Machhlikalan BO,Majatri BO,Manakpur BO,Mundhon Kalan BO,Naya Shehar BO,Palheri BO,Pratap Nagar Nangal SO,Radiala BO,Rampur Sainia BO,Rasanheri BO,Roorkee Pukhta BO,Sahauran BO,Sihon Majra BO,Singhpura BO,Sotal BO,TCKharar BO,Tewar BO,Adampur BO,Badali Ala Singh BO,Balhari Kalan BO,Chari BO,Dhangerian BO,Harlalpur BO,Jatana Ucha BO,Khamano Kalan SO,Khera BO,Lataur BO,Mahadian BO,Makrampur BO,Malkomajra BO,Manela BO,Maneli BO,Mannupur BO,Nabipur BO,Pamaur BO,Pharaur BO,Rajindergarh BO,Rampur Landiali BO,Rattangarh BO,Reona Ucha BO,RR Sirhind SO,Rupalheri BO,Sadhugarh BO,Saidpura BO,Shamaspur Singhan BO,Sirhind City SO,Sirhind SO,Talania BO",50,,Generated
