CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,District,StateName,Lux state
Odisha Circle,DivReportingCircle,Bhubaneswar Division,Achyutpur B.O,752021,BO,KHORDHA,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Sambalapur (GM) B.O,761016,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Birujango B.O,761213,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Kerandi B.O,761201,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Sidhamadango B.O,761201,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Agarkhandi B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Bagusola B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,R Sitapur B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Sailada B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhubaneswar Division,Goudapatna B.O,752038,BO,KHORDHA,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhubaneswar Division,Bhusundapur B.O,752021,BO,KHORDHA,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhubaneswar Division,Kamaguru B.O,752021,BO,KHORDHA,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhubaneswar Division,Haripur B.O,752021,BO,KHORDHA,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhubaneswar Division,Chandeswar B.O,752023,BO,KHORDHA,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhubaneswar Division,Pariorada B.O,752023,BO,KHORDHA,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Kakasingi B.O,761016,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Ramagiri B.O,761016,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Sabarapalli B.O,761016,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Jallango B.O,761213,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Karadasingi B.O,761213,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Jammi B.O,761201,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Tarangada B.O,761201,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Ariba B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Batisiripur B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Angula B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kedarpur B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sajanpur B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Simulia B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Singa Khunta B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Ranasahi B.O,756002,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Janhia B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sabira R.S. B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sarsankha B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Wada B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sargaon B.O,756002,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Achutipur B.O,756047,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kurunta B.O,756047,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sampei B.O,756047,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Gudikhal B.O,756030,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Badasimulia B.O,756026,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Rella B.O,756026,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Khalabadia B.O,756038,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Pithapur B.O,756038,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Bajitpur B.O,756085,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Aruhabruti B.O,756079,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Barbatia B.O,756079,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kothia B.O,756022,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Guneibasan B.O,756036,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Karabar B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Nimani B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Singarpalli B.O,752082,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Duda B.O,752089,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Baunsabati B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Chakradharprasad B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Nilakantheswarpur B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Padmabati B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Champagarh B.O,752024,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Kerandatangi B.O,752024,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Ghugudipada B.O,752084,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Beruanbadi B.O,752082,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Chadeyapalli B.O,752089,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Kankanamendhi B.O,752089,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Bijipur B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Fategarh B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Rakama B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Tarabalo B.O,752063,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,B M S Nivas B.O,752024,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Kandhanayagarh B.O,752024,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Puri Division,Badasilinga B.O,752084,BO,NAYAGARH,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Bamada B.O,756028,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Dwarika B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kalyani B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Maharudrapur B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Talakurunia B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Alumeda B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Bahabalpur B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chhanua B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Dublagadi B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Panchupada B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sartha B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Mituani B.O,756048,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Rairamchandrapur B.O,756048,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chakajagannathpur B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kasba Jaipur B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sundarpur B.O,756059,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Balia Farm B.O,756056,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Dharaganj B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kans B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sathilabalbalia B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Tikirapal B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Dahapada B.O,756003,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sarugaon B.O,756049,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chhatrapur B.O,756058,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Hatsahi B.O,756040,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Podasul B.O,756040,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Siadimal B.O,756040,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Bankeswar B.O,756021,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Bhimpur B.O,756021,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Gududapatna B.O,756019,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kanrali B.O,756019,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Khirachora Gopinath B.O,756019,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Somnathpur B.O,756019,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kharadiha B.O,756041,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Narayanapur B.O,756041,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Tenda B.O,756041,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Barun Singh B.O,756060,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Gudupai B.O,756025,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Parkhi B.O,756025,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sahada B.O,756002,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Asuria B.O,756047,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Gandibed B.O,756047,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Srikona B.O,756025,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Aruhabad B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jagannathpur B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Namagari B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Karanjabindha B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Ambapunja B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Buanl B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chaksartha B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Digdha B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Nagram B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Odangi B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Olipur B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Arjunpur B.O,756048,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Fatehpur B.O,756048,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Mahatipur B.O,756048,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Alasuan B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Patikota B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Rayagada Division,Ranadevi B.O,761211,BO,GAJAPATI,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Boita B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jirtal B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Machhua B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Mahispata B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Badamulei B.O,754018,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Raipur Cuttack B.O,754001,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Telengapentha B.O,754001,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Sailo Jharpada B.O,754003,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Noda B.O,754105,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Uttaran B.O,754105,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Kantapada B.O,754002,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,CHAMPATIPUR B.O,754206,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,GHANTALO B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Narasingpur B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Nimpal B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Rasaslpur B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chasakhand B.O,756003,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sahupada B.O,756003,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sindhia B.O,756003,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Arabandha B.O,756058,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jamuna B.O,756058,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kishorchandrapur B.O,756058,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kahalia B.O,756040,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Mirigini B.O,756040,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Shyamsundarpur B.O,756040,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jaydev Kasba B.O,756021,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kuanrpur B.O,756021,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Armala B.O,756019,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Badapal B.O,756019,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Gobindpur B.O,756019,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Lachman Khunta B.O,756028,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Nalabahar B.O,756028,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Nuagaon B.O,756028,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Routpada B.O,756028,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Garadihi B.O,756041,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Gopalpur B.O,756041,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jadibali B.O,756041,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jamudiha B.O,756041,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Govindpur Ramachandrapur B.O,754007,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Gayalbanka B.O,754007,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Puinchha B.O,754009,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Pathapur B.O,754007,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Kantakai B.O,754009,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Krishnapallipatna B.O,754009,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Rajib B.O,754009,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jageswarpada B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Srijang B.O,756044,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jhinkiria B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sargaon B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Solpata B.O,756027,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Nachhipur B.O,756048,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sarkana B.O,756048,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kuligaon B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Padagaon B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Sarsatia B.O,756043,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chhanapur B.O,756056,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Genguti B.O,756056,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Bhounriabad B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Durgadevi B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Singiri B.O,756020,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Fulwar kaswa B.O,756003,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Haripur B.O,756003,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Bhimpura B.O,756003,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Khairagobindapur B.O,756049,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Srirampur B.O,756049,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Pithahat B.O,756058,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Uppardiha B.O,756058,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Dhobasila B.O,756040,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Dahisada B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Hatikhulia B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kesharipur B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kudei Nadigaon B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Mahu Muhana B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Mangalapur B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Mulisingh B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,KULASUKARAPADA B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,KUSUNPUR B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,TAROTASASAN B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,LENDURA B.O,754203,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,GOPINATHPUR B.O,754203,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Mahidharpara B.O,754001,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Bramhanda B.O,754003,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Sadar Harianta B.O,754003,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Eranch B.O,754105,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Naraj B.O,754006,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Bilasuni B.O,754004,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Jallarpur B.O,754004,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Madhab B.O,754004,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Nuagaon B.O,754004,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,Pahanga B.O,754004,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,GOKAN B.O,754206,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,BAGHUNI B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,HARIRAJPUR B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,KATIKATA B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack City Division,SUKARPADA B.O,754209,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Radhaballavpur B.O,756045,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Manikula B.O,756002,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Panjibag B.O,756002,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Puruna Balasore B.O,756002,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chasipada B.O,756030,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Asti B.O,756026,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Badhapal B.O,756026,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Chinchlagadia B.O,756030,BO,MAYURBHANJ,ODISHA,ODISHA
